timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1403636581163555584, -1.360041330069326065e-02, -1.652461226816564002e-02, 8.479055691109914361e-02, -4.356317043388444749e-02, -8.108499491536580450e-01, -2.495912023833035329e-02, 5.830966064522989933e-01, -2.141888709624505810e-02, 2.061260477228912466e-02, 5.528837927275505049e-01, -3.130299168967221740e-03, 2.137441509447519233e-02, 7.680105897383690539e-02, -4.662465736433520774e-02, 9.001269262727060183e-02, 2.284382709516444288e-02, 
1403636581213555456, -1.433689288690423794e-02, -1.530370250491045782e-02, 1.103062240836752556e-01, -4.509927137512505929e-02, -8.060905249099752368e-01, -2.458933528504623003e-02, 5.895587213857778064e-01, -8.121626647689044604e-03, 2.225363208865030126e-02, 4.779097761251482890e-01, -3.175792261701707812e-03, 2.130567152349201535e-02, 7.696918068461648665e-02, -4.199666716351576484e-02, 9.004895365146026176e-02, 2.519014801066130071e-02, 
1403636581263555584, -1.461676012549436784e-02, -1.415896547138917154e-02, 1.335652847115545161e-01, -4.688838123822357956e-02, -8.007494156942635000e-01, -2.352853125150139099e-02, 5.966977972033262745e-01, 1.703165378167877456e-02, 2.109956598721818982e-02, 4.075284698207773393e-01, -3.254232640328030314e-03, 2.139409611810225154e-02, 7.687346386314414248e-02, -4.901289685630030868e-02, 8.831403626865440282e-02, 2.588374929811025627e-02, 
1403636581313555456, -1.392974032188701479e-02, -1.321081220605107263e-02, 1.506824302456881981e-01, -4.578776243495803061e-02, -7.965110720094062957e-01, -2.406545478528212406e-02, 6.024072101690051140e-01, 3.344764236479966235e-02, 9.762675805757264902e-03, 2.655173054808709354e-01, -3.280077379534925355e-03, 2.163657548685325033e-02, 7.704602512204507259e-02, -4.688767544922693015e-02, 8.966444071814191896e-02, 2.936356924340105187e-02, 
1403636581363555584, -1.297537098139347859e-02, -1.245335490960778474e-02, 1.597442684598069651e-01, -4.594805845524895654e-02, -7.933855884770776301e-01, -2.484816317542937539e-02, 6.064739505600232894e-01, 3.163092747916689679e-02, 1.435000855154311070e-02, 1.001574828173925485e-01, -3.202305758381320758e-03, 2.187745800129695800e-02, 7.712549872343800461e-02, -5.106868705024941030e-02, 8.809032362402044458e-02, 2.654414972221702529e-02, 
1403636581413555456, -1.205923471827352600e-02, -1.089812438708333969e-02, 1.599874294147707876e-01, -4.521424151062122809e-02, -7.928115257044751063e-01, -2.796855684975655190e-02, 6.071435719024812494e-01, 3.856783009770805432e-02, 2.113495158632456433e-02, -8.521021225683544920e-02, -3.327375971381348226e-03, 2.186587225519031827e-02, 7.716366284817277599e-02, -4.892302783371258595e-02, 8.957355184474688481e-02, 2.914430388556110349e-02, 
1403636581463555584, -1.018163557697981253e-02, -1.009823700338343018e-02, 1.518307658584405473e-01, -4.350473294659851220e-02, -7.937850110672237669e-01, -3.089513704820466555e-02, 6.058532701265423315e-01, 3.900352624100097282e-02, 2.009624348678852243e-02, -2.565210857901301100e-01, -3.273329247539917119e-03, 2.154807846227741602e-02, 7.724725129999032713e-02, -5.972793375037859648e-02, 8.217214847376271003e-02, 1.791209596946271784e-02, 
1403636581513555456, -7.613373017452735106e-03, -9.560672223232280845e-03, 1.345244235019941170e-01, -4.226880279758134240e-02, -7.971954416951960720e-01, -3.333178930558405167e-02, 6.013166951550145134e-01, 3.833902593824748545e-02, 1.639094957842259989e-02, -4.060201958603224526e-01, -3.168967898602052108e-03, 2.146753228819477805e-02, 7.729109047627283346e-02, -5.362930563436193315e-02, 8.212723228187915336e-02, 2.440514880481663498e-02, 
1403636581563555584, -7.108399895354331963e-03, -9.115035411556773534e-03, 1.107511570898098013e-01, -4.376043816296134453e-02, -8.009842282103556421e-01, -3.287581263433635159e-02, 5.961782209655757114e-01, 2.075122302253972623e-02, 5.211963991925555595e-03, -5.329523106468281313e-01, -3.204654970708527371e-03, 2.158620322581055948e-02, 7.741909184874591621e-02, -5.299949631638392611e-02, 8.327690653296311585e-02, 2.522388611565808472e-02, 
1403636581613555456, -6.437664695695209834e-03, -8.739712033214204132e-03, 8.298752123923031077e-02, -4.437502823537842894e-02, -8.051232389086154795e-01, -3.107993265799413943e-02, 5.906280257695063485e-01, 1.468965184560062399e-02, 8.641757351890573882e-03, -5.967083810703883717e-01, -3.164127815690415471e-03, 2.178386241019660344e-02, 7.744328073023290515e-02, -5.072857506594721788e-02, 8.528847323006173708e-02, 3.066654757343489912e-02, 
1403636581663555584, -6.501098956153914150e-03, -7.757521626207259519e-03, 5.153389803434697825e-02, -4.595720877945073252e-02, -8.078999382735359003e-01, -2.903037804889607373e-02, 5.868073464512498782e-01, 1.368972045951267862e-02, 2.588654672139159563e-02, -6.377399535022816313e-01, -3.200010333001005770e-03, 2.203701851255482347e-02, 7.740544985390311605e-02, -5.407713362059816259e-02, 8.514474499885406333e-02, 2.429316346085031580e-02, 
1403636581713555456, -5.259658950048591401e-03, -5.894764760188596353e-03, 1.981403454098005015e-02, -4.433300717414456055e-02, -8.098864739948804514e-01, -2.931035966621178129e-02, 5.841741063512440046e-01, 2.385885907778795625e-02, 2.822628900882117806e-02, -6.577251980290157451e-01, -3.275512652751756681e-03, 2.185201477914542820e-02, 7.721772810346706761e-02, -5.713491331900041881e-02, 8.120557933305026788e-02, 2.075763545394607515e-02, 
1403636581763555584, -4.380974854114821557e-03, -4.681190535409431204e-03, -1.373671270319175297e-02, -4.506946785674995071e-02, -8.109254992714890475e-01, -2.703718250812851484e-02, 5.827843241375131322e-01, 2.838378805086231443e-02, 2.138260457835811784e-02, -6.678599968631446782e-01, -3.271134083436741651e-03, 2.200368657517807330e-02, 7.719956720456050414e-02, -5.378687093890936743e-02, 8.519230028587732040e-02, 2.100335050008534515e-02, 
1403636581813555456, -2.604143495073432072e-03, -4.163097459071288947e-03, -4.737911590351679553e-02, -4.336711745255834860e-02, -8.118386546264358961e-01, -2.448865508908580624e-02, 5.817538979243048747e-01, 5.001448550014946093e-02, 1.925012223541387258e-03, -6.771619901291803245e-01, -3.248460869902850164e-03, 2.207078033455318195e-02, 7.719666779626131736e-02, -5.392717122561983822e-02, 8.396828214252091693e-02, 1.758459955819854231e-02, 
1403636581863555584, -3.017205812810226694e-04, -3.766606118903328623e-03, -8.151171161278664146e-02, -4.342327331830063419e-02, -8.133713330347827064e-01, -2.288709321448074638e-02, 5.796703156930985701e-01, 4.686753169612774272e-02, 2.822022522812510717e-03, -6.787576676017063049e-01, -3.280677597048818877e-03, 2.211692175579938260e-02, 7.714311358685639608e-02, -5.087796072324445723e-02, 8.596131330522584213e-02, 2.404016575458666621e-02, 
1403636581913555456, 2.389667736945674022e-03, -4.429505060117000168e-03, -1.149116518968063272e-01, -4.427528518856501533e-02, -8.159614500835946638e-01, -2.015751547331279953e-02, 5.760558008291315479e-01, 5.388802638535248463e-02, -1.458647917855204756e-02, -6.533982319432717345e-01, -3.240428982253485204e-03, 2.198956732632492000e-02, 7.718583820626907788e-02, -5.234883318067037189e-02, 8.550022173211187237e-02, 2.095400549792171899e-02, 
1403636581963555584, 4.941225292858999682e-03, -4.977676227946504876e-03, -1.473429563221600735e-01, -4.658928470018051243e-02, -8.199436698800035561e-01, -2.086503371460777384e-02, 5.701635442072088278e-01, 4.626626406213926734e-02, -1.722416616752128413e-02, -6.223070964625000423e-01, -3.289239994492151615e-03, 2.199417374490612170e-02, 7.727333683691002542e-02, -5.068009838351597574e-02, 8.760608238502504141e-02, 2.391043087157425362e-02, 
1403636582013555456, 6.708649327702165439e-03, -5.748138297954652996e-03, -1.776825222878227195e-01, -4.918671916468318750e-02, -8.244159339430721101e-01, -2.105977584915704956e-02, 5.634496608924084438e-01, 3.977624871821527214e-02, -1.310263300267499806e-02, -5.738161874812489627e-01, -3.284107724732788190e-03, 2.201889472595315242e-02, 7.726166339935228167e-02, -5.019724045390611816e-02, 8.734614968533489787e-02, 2.556736605872321141e-02, 
1403636582063555584, 8.950860568770327430e-03, -7.181987021836740669e-03, -2.047580761734289490e-01, -5.013426583993189911e-02, -8.293703840285631124e-01, -2.228077269193879523e-02, 5.559990005865613760e-01, 3.758745471814883832e-02, -2.838774731002711993e-02, -4.932950380790428468e-01, -3.247481826686513928e-03, 2.194353976933469813e-02, 7.725491871355373574e-02, -4.813227416919291235e-02, 8.818750080365472810e-02, 3.319592141531799157e-02, 
1403636582113555456, 1.064823575302130051e-02, -8.405497923446747510e-03, -2.273134043334354426e-01, -4.953597000874819523e-02, -8.340910004861469274e-01, -2.194213349474113950e-02, 5.489598649819581455e-01, 3.934024280596953166e-02, -3.144486601888178690e-02, -3.846905361496749665e-01, -3.284480847679563907e-03, 2.191056753991741865e-02, 7.711777406426315040e-02, -4.912889933287629268e-02, 8.679492855090878423e-02, 2.993568195983894661e-02, 
1403636582163555584, 1.230863026543251373e-02, -1.013498823899196960e-02, -2.427877082464132141e-01, -4.908925713348925857e-02, -8.379041317064582772e-01, -1.996742333232578645e-02, 5.432386334832935981e-01, 3.112929091562987791e-02, -3.774385887586003546e-02, -2.390491299258794000e-01, -3.272914358257203449e-03, 2.187969447147997820e-02, 7.705336056406011935e-02, -5.158307266721596368e-02, 8.355617780913757175e-02, 2.425826140077736587e-02, 
1403636582213555456, 1.305660582290971324e-02, -1.203657241947397004e-02, -2.509395373334303847e-01, -4.791766971592049951e-02, -8.411555583004457493e-01, -1.855552877676091075e-02, 5.383464646685034438e-01, 7.366540892928575245e-03, -3.070702832615583577e-02, -7.802444135773764500e-02, -3.217700469615594229e-03, 2.191613359887019385e-02, 7.697414983577140213e-02, -5.206779829626147216e-02, 9.026543582257767762e-02, 2.323204414518789673e-02, 
1403636582263555584, 1.292408874588370574e-02, -1.335138811538108018e-02, -2.501479425055674333e-01, -4.708673953434266979e-02, -8.429546583188062270e-01, -1.785407222787889145e-02, 5.356225490805363032e-01, -1.931520936094912808e-02, -2.353800809525770713e-02, 1.007256536802634550e-01, -3.189435989106968652e-03, 2.174101063895727062e-02, 7.709578699240760002e-02, -5.279102319296951479e-02, 8.836953709755662745e-02, 2.029975401021482870e-02, 
1403636582313555456, 1.176737563147826210e-02, -1.483590748485055615e-02, -2.397579010801131616e-01, -4.628478727683362631e-02, -8.435452993530170307e-01, -1.678368580260275120e-02, 5.347965541185235594e-01, -2.932660835617005579e-02, -2.666987605100925446e-02, 2.886703339274727109e-01, -3.037223921665913647e-03, 2.175771792494047424e-02, 7.724971372541968029e-02, -5.275249439680948504e-02, 8.405552406280607236e-02, 2.207844615044000230e-02, 
1403636582363555584, 1.044661044792241818e-02, -1.642639527354875992e-02, -2.215429000101986623e-01, -4.624322517169218716e-02, -8.420885358576986057e-01, -1.554592445358047789e-02, 5.371282771700270908e-01, -3.099274801658466819e-02, -3.006583520171822455e-02, 4.396895118020526794e-01, -3.075113722795429824e-03, 2.167404417771937736e-02, 7.730194522899763721e-02, -5.335244856624343085e-02, 8.342819824071803780e-02, 1.944476029699213071e-02, 
1403636582413555456, 9.176604529302911928e-03, -1.774695422229895930e-02, -1.970668649605269718e-01, -4.586864203958950642e-02, -8.386752226994060866e-01, -1.547387020116780185e-02, 5.424762647789698189e-01, -2.754702828116362828e-02, -2.060507590658859634e-02, 5.366314044707282127e-01, -3.093244754106872635e-03, 2.156611012596469645e-02, 7.730128140611615406e-02, -5.386052771535401046e-02, 8.399151431371876253e-02, 2.024568884007032707e-02, 
1403636582463555584, 7.376338652398493380e-03, -1.846051470191409707e-02, -1.688261899579992231e-01, -4.604450148706377977e-02, -8.343486401111117612e-01, -1.569304720139864939e-02, 5.490864949141264217e-01, -3.749355007861750189e-02, -1.312730570549020849e-02, 5.979222730253815898e-01, -3.088575356823539553e-03, 2.152996812900961898e-02, 7.736382584940923457e-02, -5.389822695795302987e-02, 8.254967805590517071e-02, 1.883687526918820243e-02, 
1403636582513555456, 5.218633786493290933e-03, -1.854140024450602262e-02, -1.378063874892103136e-01, -4.507259636273144160e-02, -8.307231036036364369e-01, -1.827309808266278437e-02, 5.545571927968525605e-01, -3.834763276616016264e-02, 8.203171848683130270e-04, 6.480208979076900189e-01, -3.109818460430365146e-03, 2.148947389841204814e-02, 7.731775715927784176e-02, -5.567135379658459671e-02, 7.978571358832341198e-02, 1.640461356069887466e-02, 
1403636582563555584, 2.969240423941504458e-03, -1.831062797883200796e-02, -1.050394086529163606e-01, -4.559743045706984854e-02, -8.279109901286050288e-01, -2.020290479837395792e-02, 5.586377264360987693e-01, -3.392849504831732532e-02, 6.783435925780100136e-03, 6.622960561049568984e-01, -3.158478286338931885e-03, 2.157265738398461002e-02, 7.741159326311312927e-02, -5.734086978379124289e-02, 7.796322215190415461e-02, 1.604612739886497955e-02, 
1403636582613555456, 1.364560383529306959e-03, -1.761292084418377216e-02, -7.139421117134146788e-02, -4.533027075293697555e-02, -8.262867690892164996e-01, -2.409859624869444342e-02, 5.609051608252609844e-01, -3.140349975243710706e-02, 1.632992413892104047e-02, 6.838002169433148314e-01, -3.134514396776690200e-03, 2.160633351576317362e-02, 7.749588983349883775e-02, -5.883561915441713058e-02, 7.889320625404015741e-02, 1.736833744360823800e-02, 
1403636582663555584, 2.844706910297743353e-05, -1.680524781501863824e-02, -3.744275100209711743e-02, -4.673947290467497101e-02, -8.248020200100579791e-01, -2.646911162553968605e-02, 5.628644913206692912e-01, -1.665187436931885034e-02, 1.859957938275660569e-02, 6.682540086942787561e-01, -3.163527641735350802e-03, 2.162260007310170401e-02, 7.751891276168369760e-02, -5.509841785271546444e-02, 7.977321114258835444e-02, 1.581959998593326922e-02, 
1403636582713555456, -8.497885035725820466e-04, -1.572259964091663256e-02, -4.114186095518967447e-03, -4.785736453333579166e-02, -8.234328299455667688e-01, -2.732243996215682688e-02, 5.647313799518077770e-01, -3.190676540130128053e-02, 3.210565576741897936e-02, 6.635334499030072219e-01, -3.096280901314656022e-03, 2.160805792966412689e-02, 7.761322629212676072e-02, -5.263940009714287299e-02, 7.861069798714497014e-02, 1.884944192033609356e-02, 
1403636582763555584, -2.797315697866175309e-03, -1.372825339794202237e-02, 2.916730826449091471e-02, -5.055419032042150068e-02, -8.212955602033763514e-01, -2.812533667444053198e-02, 5.675621922469978875e-01, -3.456875857001059926e-02, 4.477158583786229606e-02, 6.524679434546329926e-01, -3.084196522732109320e-03, 2.163623420537949885e-02, 7.764822709405395929e-02, -5.450225561238104116e-02, 7.862877372978231694e-02, 1.663887071334078926e-02, 
1403636582813555456, -4.266797380752607519e-03, -1.106494111395765929e-02, 6.177211615285468221e-02, -5.425273197619973065e-02, -8.181888134752480779e-01, -2.944928409108071854e-02, 5.716261420225698942e-01, -3.802211702698125861e-02, 6.188941985516047822e-02, 6.549053586251607495e-01, -3.211227548025205603e-03, 2.158437391728272592e-02, 7.763954456153145112e-02, -5.566043422855783407e-02, 7.634447603447204467e-02, 1.466102688475292605e-02, 
1403636582863555584, -5.965545081272236386e-03, -7.756610765368856554e-03, 9.424618688033807590e-02, -5.861892275466566021e-02, -8.140747856669040550e-01, -3.204056642557062684e-02, 5.769050765417091942e-01, -2.147260754171046240e-02, 5.773946963721059839e-02, 6.330770278793619310e-01, -3.268189665111497898e-03, 2.159586010205503254e-02, 7.762835107100642118e-02, -5.288102726724980968e-02, 7.570829077426924347e-02, 1.646121046446660796e-02, 
1403636582913555456, -6.605480445051345982e-03, -5.152278652006413856e-03, 1.236498170962227194e-01, -6.241034424197058200e-02, -8.090028453925529606e-01, -3.335085715552128793e-02, 5.835298324896029953e-01, -5.375541560968643238e-03, 4.933588591001279028e-02, 5.728179428085946601e-01, -3.287044498971184933e-03, 2.153813506472813943e-02, 7.763328745518106866e-02, -5.358953201291537238e-02, 7.782281502318889876e-02, 1.550914619169646048e-02, 
