timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1770731345526595434, -2.130588331457642509e-02, 8.000745180571285087e-02, 1.636764841044249796e-02, 1.323136068677819854e-01, 8.331297010042048451e-03, 1.932089443787118280e-03, 9.911710074241223412e-01, -2.808529296321690964e-04, -6.926228634815100212e-03, 1.486164837426945601e-03, -1.715991082754863770e-02, 7.503234257777979810e-02, -2.791786627983648683e-03, -4.811147027733259258e-03, -1.107626638976501321e-01, 1.779069982634004510e-01, 3
1770731345628744735, -1.120675499074154195e-02, 6.708865043824312202e-02, 1.265677717026301823e-02, 1.338631819984445470e-01, 8.557571929532320834e-03, 1.619123991566917423e-03, 9.909615506695617082e-01, -2.322586281430436537e-04, -1.352258039274302492e-02, 1.497134459782476206e-03, -1.715991082754863770e-02, 7.503234257777979810e-02, -2.791786627983648683e-03, -4.811147027733259258e-03, -1.107626638976501321e-01, 1.779069982634004510e-01, 3
1770731345727838928, 1.896473287952613052e-02, -6.784784723636663739e-02, -1.706495295274425630e-02, 1.340358600998618477e-01, 9.536081805128391112e-03, -3.905634499805338126e-04, 9.909305216872108524e-01, 2.344095278270558105e-03, 2.271968582587315447e-02, 5.544483904656175716e-03, -1.715980983523785613e-02, 7.503070850873301556e-02, -2.791466495908473400e-03, -4.810699537265109883e-03, -1.107621030895823006e-01, 1.779063167364177411e-01, 1
1770731345832481901, 5.314775597209777519e-02, -3.637897462722240460e-01, -7.611785660463625536e-02, 1.347190155666322664e-01, 7.015604264666156983e-03, -7.311411770294487565e-04, 9.908587354280823378e-01, 8.631543734451424532e-02, -1.599841616930111066e+00, -3.238315973778551626e-01, -1.713158989655044415e-02, 7.500728040020074316e-02, -2.796741544559458881e-03, -4.834763467296446064e-03, -1.107663653815731952e-01, 1.779085887899039264e-01, 0
1770731345928308412, 1.189822392545844265e-01, -4.190334401030238465e-01, -8.576003973492336840e-02, 1.312488266485712651e-01, 1.024714729591013826e-02, -5.261858092130483264e-03, 9.912825300211275392e-01, 5.925067451767221938e-01, -5.604393029198190268e-01, -8.609334797184205190e-02, -1.713158989655044415e-02, 7.500728040020074316e-02, -2.796741544559458881e-03, -4.834763467296446064e-03, -1.107663653815731952e-01, 1.779085887899039264e-01, 14
1770731346035134088, 9.156466276071847932e-02, -7.176865060371644400e-01, -1.529671760882789222e-01, 1.299728310356909056e-01, 1.128783081046362373e-02, -3.356081515273392872e-03, 9.914476207975009281e-01, 2.219436161398983809e-01, -1.927330857560786592e+00, -4.123166501879005352e-01, -1.712755666599875826e-02, 7.500045011473616130e-02, -2.797699210723237316e-03, -4.839701945708565350e-03, -1.107665562689287980e-01, 1.779083960703675971e-01, 0
1770731346127442563, 1.830054721087707170e-01, -7.892718443439287190e-01, -1.685658366642669437e-01, 1.255180273783055300e-01, 1.345726650053398997e-02, -1.284288294522020410e-02, 9.919169255230239068e-01, 8.765222584762967228e-01, -6.826266812508965387e-01, -1.226859872886438274e-01, -1.712755666599875826e-02, 7.500045011473616130e-02, -2.797699210723237316e-03, -4.839701945708565350e-03, -1.107665562689287980e-01, 1.779083960703675971e-01, 16
1770731346229367130, 1.574038124392091176e-01, -1.139319824911326551e+00, -2.476424922303344933e-01, 1.197744444949910281e-01, 1.472123188899958877e-02, -1.002391148695110784e-02, 9.926413697686030657e-01, 3.575483464084909802e-01, -2.361990307536810718e+00, -5.253346911308978129e-01, -1.712412871647166560e-02, 7.499396557627746596e-02, -2.797912674815149995e-03, -4.845138271921717484e-03, -1.107670006537571222e-01, 1.779081782797556077e-01, 0
1770731346332376965, 2.844950158042884869e-01, -1.288421843736013095e+00, -2.793883800815367691e-01, 1.150933366580604994e-01, 1.276048733811764417e-02, -1.534541923752120313e-02, 9.931541732924616950e-01, 1.175710778090033326e+00, -1.313451210562238902e+00, -2.908862197907380875e-01, -1.712412871647166560e-02, 7.499396557627746596e-02, -2.797912674815149995e-03, -4.845138271921717484e-03, -1.107670006537571222e-01, 1.779081782797556077e-01, 18
1770731346427725073, 2.451655916173005323e-01, -1.652719531034103850e+00, -3.612462966610094361e-01, 1.075422500376692209e-01, 1.694692628054781519e-02, -1.441614201038579277e-02, 9.939515284942287421e-01, 5.593614693386033121e-01, -2.844780989432806440e+00, -6.419197350586685058e-01, -1.712108387976121054e-02, 7.498595967303066379e-02, -2.798594832603282928e-03, -4.852190446995365350e-03, -1.107677980732222067e-01, 1.779083657272347851e-01, 0
1770731346528508051, 2.976627433534044798e-01, -1.949584610941666796e+00, -4.273660527447025737e-01, 1.030550059849769801e-01, 1.556361118435064216e-02, -1.384635349515365467e-02, 9.944574994655256406e-01, 4.968724175418307576e-01, -3.088992098397585373e+00, -6.003047760347262063e-01, -1.711982506297042919e-02, 7.498222592016459687e-02, -2.798140609572203653e-03, -4.856025688523009365e-03, -1.107681455682674732e-01, 1.779084577468843520e-01, 0
1770731346629797961, 3.667600826244904466e-01, -2.204957524920998058e+00, -4.687086278527274885e-01, 1.015817593352902060e-01, 1.100381778673916594e-02, -1.529344695185052422e-02, 9.946487684830230824e-01, 6.880542232846919015e-01, -2.477736160009227362e+00, -3.529562415844796908e-01, -1.711982506297042919e-02, 7.498222592016459687e-02, -2.798140609572203653e-03, -4.856025688523009365e-03, -1.107681455682674732e-01, 1.779084577468843520e-01, 21
1770731346731041694, 4.062656772099549340e-01, -2.596946098337215236e+00, -5.744793811945833051e-01, 9.459422027249610176e-02, 1.351121179024979829e-02, -2.229053652056732504e-02, 9.951746141399622214e-01, 5.542827012402379294e-01, -3.405675247114629656e+00, -8.065691095718137138e-01, -1.711871642463686297e-02, 7.497373186229619457e-02, -2.796873637430283537e-03, -4.864273040564724010e-03, -1.107689997063457249e-01, 1.779095433655586145e-01, 0
1770731346828655380, 4.572837372665859434e-01, -2.930475745266914789e+00, -6.548371027417475565e-01, 9.114376546968185056e-02, 1.153910159333545841e-02, -3.295905019938252106e-02, 9.952252831195462779e-01, 4.410567976293621184e-01, -3.525624565046687753e+00, -8.181001544054669061e-01, -1.711843770885545027e-02, 7.496931783574727060e-02, -2.796281106305976462e-03, -4.868430136794252988e-03, -1.107694735713130180e-01, 1.779103265785612342e-01, 0
1770731346928604002, 4.945803399304581904e-01, -3.286591175340407567e+00, -7.371255077355216567e-01, 9.247249692476430805e-02, 8.460555237948098536e-03, -3.762486044599558377e-02, 9.949681533566713254e-01, 3.709315093886567660e-01, -3.511156818369186805e+00, -8.340602097584342012e-01, -1.711804907705256201e-02, 7.496457291029463843e-02, -2.795938415612193948e-03, -4.872623376524620048e-03, -1.107699729945942485e-01, 1.779111517192301373e-01, 0
1770731347029953679, 4.885495381290111960e-01, -3.600564511851332750e+00, -7.975443142053595391e-01, 1.017404788419800504e-01, 1.042986307509479252e-02, -3.454628031681393485e-02, 9.941562490059152601e-01, 5.984084486191621616e-02, -3.098286266269658640e+00, -6.173796291281610227e-01, -1.711804907705256201e-02, 7.496457291029463843e-02, -2.795938415612193948e-03, -4.872623376524620048e-03, -1.107699729945942485e-01, 1.779111517192301373e-01, 25
1770731347128708793, 5.470236666330552389e-01, -4.006436947056351450e+00, -9.050949402771599761e-01, 1.097060628468421034e-01, 7.797824363344100541e-03, -3.566234182341556508e-02, 9.932934969511846290e-01, 2.991924768482459029e-01, -3.731980269432539465e+00, -9.277196271403563843e-01, -1.711708634490733544e-02, 7.495504745329589769e-02, -2.795604725967182347e-03, -4.880436036045624967e-03, -1.107710504955436992e-01, 1.779141411962216479e-01, 0
1770731347231998718, 5.291708622985026311e-01, -4.384227775165575380e+00, -9.914270438292877019e-01, 1.180452505955365411e-01, -3.294240703339642966e-03, -5.171971315649484535e-02, 9.916549490931991784e-01, -1.474868291031919965e-01, -3.477162102310762393e+00, -7.606320415652119138e-01, -1.711708634490733544e-02, 7.495504745329589769e-02, -2.795604725967182347e-03, -4.880436036045624967e-03, -1.107710504955436992e-01, 1.779141411962216479e-01, 27
1770731347323266480, 6.064004880048965429e-01, -4.775721712332786417e+00, -1.105114863434162542e+00, 1.270024455540584574e-01, -1.973256873925595574e-03, -6.588713696577487566e-02, 9.897097404103141205e-01, 1.562601994641222569e-01, -4.038615602518115466e+00, -9.774840963816987527e-01, -1.711578148449700160e-02, 7.494439643755179681e-02, -2.797167740941155795e-03, -4.887597996630811334e-03, -1.107721365486487308e-01, 1.779168174118535561e-01, 0
1770731347429455273, 5.622166475419317910e-01, -5.172334358874538296e+00, -1.212891291012868633e+00, 1.427350599477403836e-01, 3.279759818147056326e-03, -6.543008993589116695e-02, 9.875904258184319273e-01, -2.926852409176319281e-01, -3.933906476697715426e+00, -9.965379809295951130e-01, -1.711578148449700160e-02, 7.494439643755179681e-02, -2.797167740941155795e-03, -4.887597996630811334e-03, -1.107721365486487308e-01, 1.779168174118535561e-01, 29
1770731347527842508, 6.131358448318006138e-01, -5.567556185522191115e+00, -1.302017096540612151e+00, 1.478409746298856575e-01, 1.860625600260160800e-02, -5.419187352224930088e-02, 9.873500363610667740e-01, -2.289121755885547838e-01, -3.944504512682780462e+00, -1.071621368070765579e+00, -1.711392370227531046e-02, 7.493293656379546031e-02, -2.800247431069701268e-03, -4.894386907379091704e-03, -1.107732550976083391e-01, 1.779193541167995163e-01, 0
1770731347627840773, 5.708532479051336983e-01, -6.017315344870060478e+00, -1.430731365205744066e+00, 1.493109077106130611e-01, 2.150586728197018127e-02, -6.454653451269225239e-02, 9.864469044978978474e-01, -6.387545330140305122e-01, -4.254779106366616936e+00, -1.237987005839681576e+00, -1.711392370227531046e-02, 7.493293656379546031e-02, -2.800247431069701268e-03, -4.894386907379091704e-03, -1.107732550976083391e-01, 1.779193541167995163e-01, 31
1770731347728575813, 6.020133118766421987e-01, -6.437872603658566284e+00, -1.529566005136511198e+00, 1.488046235889679270e-01, 1.501410649264430484e-02, -6.947450842587547803e-02, 9.863088021931853966e-01, -1.721823053892204691e-01, -4.615557292042835158e+00, -1.189330239117670107e+00, -1.711124219118059786e-02, 7.492214902414964794e-02, -2.803937929641546305e-03, -4.899986482563766128e-03, -1.107742272627548763e-01, 1.779220266881598456e-01, 0
1770731347823396596, 5.274560958645143627e-01, -6.910935997834958933e+00, -1.651576586617218290e+00, 1.463034664804582774e-01, 2.207382855415272738e-02, -5.907665528282039780e-02, 9.872274259710162037e-01, -6.152138523154285776e-01, -5.018837547453223635e+00, -1.372991199973959686e+00, -1.711124219118059786e-02, 7.492214902414964794e-02, -2.803937929641546305e-03, -4.899986482563766128e-03, -1.107742272627548763e-01, 1.779220266881598456e-01, 33
1770731347928534358, 5.424162490059616371e-01, -7.364438951715646553e+00, -1.750330344022988038e+00, 1.361642049902459795e-01, 2.092101813962876297e-02, -4.588919314058700905e-02, 9.894017395538990955e-01, -6.617529015867884556e-01, -5.154649457231924359e+00, -1.070383434290449021e+00, -1.710895241244227150e-02, 7.491074986363192856e-02, -2.807593376556863102e-03, -4.904833495718806217e-03, -1.107751162905905862e-01, 1.779257525158911279e-01, 0
1770731348027478600, 4.581185427763714846e-01, -7.946717255062058172e+00, -1.881017836923218667e+00, 1.234873670904179793e-01, 2.198484412411828848e-02, -3.732731367531480493e-02, 9.914001253034515626e-01, -1.002739308158417941e+00, -5.927433778226331107e+00, -1.261646979591193318e+00, -1.710895241244227150e-02, 7.491074986363192856e-02, -2.807593376556863102e-03, -4.904833495718806217e-03, -1.107751162905905862e-01, 1.779257525158911279e-01, 35
1770731348123677151, 3.979827707089291788e-01, -8.524708449529155629e+00, -2.007919785617043651e+00, 1.159429209245275982e-01, 2.083296474283403976e-02, -2.961134705885424059e-02, 9.925957862054789471e-01, -9.167530230565105187e-01, -5.878382108678721352e+00, -1.211835499321057164e+00, -1.710895241244227150e-02, 7.491074986363192856e-02, -2.807593376556863102e-03, -4.904833495718806217e-03, -1.107751162905905862e-01, 1.779257525158911279e-01, 35
1770731348226404829, 4.263582232076735812e-01, -8.922060542210166645e+00, -2.104238446625136483e+00, 1.101559186941246382e-01, 2.555519344161307632e-02, -2.155033182903501321e-02, 9.933519964558754634e-01, -5.164559746299960397e-01, -5.480311374232616828e+00, -1.073426111732411092e+00, -1.710600265901818934e-02, 7.489589683187287961e-02, -2.809441709492072926e-03, -4.910109928894804132e-03, -1.107761446002841071e-01, 1.779313322970389466e-01, 0
1770731348326928166, 3.620414402800333220e-01, -9.547779333860727746e+00, -2.237046948771169053e+00, 1.079456346885115242e-01, 2.341667687890297556e-02, -1.644143910862874355e-02, 9.937449764782113615e-01, -7.101771716712184102e-01, -6.117026400620129145e+00, -1.212991389157759281e+00, -1.710600265901818934e-02, 7.489589683187287961e-02, -2.809441709492072926e-03, -4.910109928894804132e-03, -1.107761446002841071e-01, 1.779313322970389466e-01, 38
1770731348427332716, 3.157069222056724245e-01, -1.016955608130450983e+01, -2.383418924922716009e+00, 1.021815324932655034e-01, 2.130025121445641365e-02, -2.383916144180667912e-02, 9.942519439746045906e-01, -7.409983000673603382e-01, -5.957672000362513209e+00, -1.168669398555463479e+00, -1.710600265901818934e-02, 7.489589683187287961e-02, -2.809441709492072926e-03, -4.910109928894804132e-03, -1.107761446002841071e-01, 1.779313322970389466e-01, 38
1770731348526902775, 3.642274026817376442e-01, -1.065291748941703354e+01, -2.501974423040926876e+00, 9.828136191334720106e-02, 2.400790576353606723e-02, -2.982752155685811785e-02, 9.944217984935176391e-01, -1.260628414632798677e-01, -6.104077485798550029e+00, -1.266674112986829082e+00, -1.710411569325184442e-02, 7.488269939102867867e-02, -2.809420996352783237e-03, -4.912996981880715826e-03, -1.107767664926196799e-01, 1.779371107320802670e-01, 0
1770731348626581412, 3.353540380462075587e-01, -1.128992513068342163e+01, -2.633263522409613255e+00, 9.574659777502586566e-02, 2.783088060483061149e-02, -3.737140830262471874e-02, 9.943145422554904300e-01, -3.697264301834468636e-01, -6.445355073498001630e+00, -1.214686928090900508e+00, -1.710411569325184442e-02, 7.488269939102867867e-02, -2.809420996352783237e-03, -4.912996981880715826e-03, -1.107767664926196799e-01, 1.779371107320802670e-01, 41
1770731348726003285, 3.573297185215376648e-01, -1.188847771559410482e+01, -2.782555676623917229e+00, 9.181667975291891992e-02, 1.503509688086616079e-02, -4.797292367698948595e-02, 9.945060290288917360e-01, -6.271493451260705398e-02, -6.590537464663936973e+00, -1.569347253211703652e+00, -1.710314365182964702e-02, 7.487284565501212130e-02, -2.810342930873112495e-03, -4.914568575270678551e-03, -1.107772420125170132e-01, 1.779401458323042196e-01, 0
1770731348826038074, 3.418582498089380861e-01, -1.255046972981382858e+01, -2.919624203955561548e+00, 8.904477415588690770e-02, 9.900544496384002316e-03, -5.079508959165705828e-02, 9.946822941460141676e-01, -1.316040310611213682e-01, -6.720785679051522798e+00, -1.444641999702881430e+00, -1.710314365182964702e-02, 7.487284565501212130e-02, -2.810342930873112495e-03, -4.914568575270678551e-03, -1.107772420125170132e-01, 1.779401458323042196e-01, 43
1770731348927251962, 3.381017124244093952e-01, -1.316958069960451461e+01, -3.078211653572497486e+00, 8.896011531032237130e-02, 1.823716531373022892e-02, -4.808278727584969214e-02, 9.947067654605951104e-01, -1.664380138008528798e-01, -6.235624422163587255e+00, -1.363529296133092705e+00, -1.710221413711640950e-02, 7.486326829173195474e-02, -2.810819945114263318e-03, -4.914781019579731944e-03, -1.107776009569567816e-01, 1.779427360821152770e-01, 0
1770731349027215524, 3.133564103861385397e-01, -1.381868095469396707e+01, -3.209687230964045845e+00, 9.060559856432083559e-02, 1.724890810731952509e-02, -3.677031181327014564e-02, 9.950583122847934670e-01, -1.556229494831665450e-01, -6.337447369982737833e+00, -1.266703397184136159e+00, -1.710221413711640950e-02, 7.486326829173195474e-02, -2.810819945114263318e-03, -4.914781019579731944e-03, -1.107776009569567816e-01, 1.779427360821152770e-01, 45
1770731349132392034, 2.923756964580537798e-01, -1.452666172299702119e+01, -3.348652187422329618e+00, 8.912577565248822054e-02, 1.408820331948403698e-02, -3.317497808199439124e-02, 9.953680422189726817e-01, -1.277891722315778467e-01, -6.337734253517064431e+00, -1.253874595114477852e+00, -1.710221413711640950e-02, 7.486326829173195474e-02, -2.810819945114263318e-03, -4.914781019579731944e-03, -1.107776009569567816e-01, 1.779427360821152770e-01, 45
1770731349225999078, 2.605140178913729621e-01, -1.512608953691728786e+01, -3.507238325606835350e+00, 8.582610188672273877e-02, 1.046270574320833958e-02, -2.879705018635408606e-02, 9.958389136421742505e-01, -5.374681580551604609e-01, -6.714171971289946583e+00, -1.381978759216871300e+00, -1.710185898729227327e-02, 7.484887195496772727e-02, -2.810314143772895453e-03, -4.912865687306080739e-03, -1.107779309628262182e-01, 1.779482650004183264e-01, 0
1770731349326571864, 2.111286711827373708e-01, -1.580289523416701947e+01, -3.643697875604471559e+00, 8.586604138134623643e-02, 1.491516063435779915e-02, -1.657258287728137144e-02, 9.960571823030663907e-01, -4.457391375683790735e-01, -6.790245219182189373e+00, -1.299036600256401108e+00, -1.710185898729227327e-02, 7.484887195496772727e-02, -2.810314143772895453e-03, -4.912865687306080739e-03, -1.107779309628262182e-01, 1.779482650004183264e-01, 48
1770731349429428453, 1.822232802997497125e-01, -1.650767959373967031e+01, -3.786414850052823411e+00, 8.736641454311144805e-02, 1.448583111060119596e-02, -1.584617481629685062e-02, 9.959448624550497620e-01, -4.602019752602898306e-01, -6.790605949578913503e+00, -1.273094780005392668e+00, -1.710185898729227327e-02, 7.484887195496772727e-02, -2.810314143772895453e-03, -4.912865687306080739e-03, -1.107779309628262182e-01, 1.779482650004183264e-01, 48
1770731349526286067, 1.486814870352090312e-01, -1.715669278580206836e+01, -3.955600881028149107e+00, 8.516735885122407590e-02, 1.839594514633481614e-02, -1.259267254288255235e-02, 9.961172294397420135e-01, -1.954878541522963031e-01, -6.719893815730796582e+00, -1.588627398157497206e+00, -1.710243567090237102e-02, 7.483514282472172874e-02, -2.808347503846102960e-03, -4.909663675097865505e-03, -1.107780436352440445e-01, 1.779552347370142729e-01, 0
1770731349622526697, 1.397682572430082593e-01, -1.782530516858092184e+01, -4.095962244604180569e+00, 8.426828418320442271e-02, 2.164417176690295458e-02, -1.630064859439879846e-02, 9.960746332302342632e-01, -1.571027212729051992e-01, -6.794105174044455353e+00, -1.476185874198508108e+00, -1.710243567090237102e-02, 7.483514282472172874e-02, -2.808347503846102960e-03, -4.909663675097865505e-03, -1.107780436352440445e-01, 1.779552347370142729e-01, 51
1770731349724484936, 1.226074070344917999e-01, -1.855690091528807173e+01, -4.242994471485890706e+00, 8.154340236791238206e-02, 2.192513346631771998e-02, -1.606274405353573173e-02, 9.962991269223413493e-01, -1.560544145764456159e-01, -6.796000333144913697e+00, -1.465141934809047086e+00, -1.710243567090237102e-02, 7.483514282472172874e-02, -2.808347503846102960e-03, -4.909663675097865505e-03, -1.107780436352440445e-01, 1.779552347370142729e-01, 51
1770731349825888249, 1.037023894532209112e-01, -1.926627729055772775e+01, -4.430424644312565441e+00, 8.201584380633876459e-02, 1.883268629706855851e-02, -1.231240874871036492e-02, 9.963770048944200486e-01, -2.243228428206294478e-01, -7.250764419593994425e+00, -1.545813919061795882e+00, -1.710292277822701712e-02, 7.482147834894611882e-02, -2.806041204061749707e-03, -4.906568926435992198e-03, -1.107782314957276859e-01, 1.779639068069494567e-01, 0
1770731349924562328, 9.980622233995985193e-02, -1.998127156912285685e+01, -4.580286155405744353e+00, 8.444941680019600605e-02, 2.291639312508565035e-02, -2.003183390282530993e-02, 9.959627807095670082e-01, -1.924448303763728052e-01, -7.327310740463739869e+00, -1.390136018407876817e+00, -1.710292277822701712e-02, 7.482147834894611882e-02, -2.806041204061749707e-03, -4.906568926435992198e-03, -1.107782314957276859e-01, 1.779639068069494567e-01, 54
1770731350024737413, 1.000329458729570381e-01, -2.072078146235047313e+01, -4.730833838134820724e+00, 8.915995903172438397e-02, 2.168856515684624772e-02, -1.694622911298365731e-02, 9.956369484735632103e-01, -1.633422793910522530e-01, -7.301240360042382527e+00, -1.396863278620183779e+00, -1.710292277822701712e-02, 7.482147834894611882e-02, -2.806041204061749707e-03, -4.906568926435992198e-03, -1.107782314957276859e-01, 1.779639068069494567e-01, 54
1770731350125216984, 8.049378908081458728e-02, -2.145795794524353894e+01, -4.932579184422042573e+00, 8.826052551023474968e-02, 1.978558540702039098e-02, -1.771330939409727565e-02, 9.957433649877199811e-01, -1.573015718500853088e-01, -7.517432284154029531e+00, -1.736335401935242606e+00, -1.710312757000119477e-02, 7.480745930957832801e-02, -2.804605173242733472e-03, -4.901188954598080169e-03, -1.107783232922889549e-01, 1.779725967085052374e-01, 0
1770731350225118410, 7.362379151470330174e-02, -2.222137229416940940e+01, -5.088526394239765160e+00, 8.597873175387994726e-02, 1.734723331987711448e-02, -1.508867965024441107e-02, 9.960316575935487249e-01, -4.673500082051683380e-02, -7.522365568501973243e+00, -1.596549781071704199e+00, -1.710312757000119477e-02, 7.480745930957832801e-02, -2.804605173242733472e-03, -4.901188954598080169e-03, -1.107783232922889549e-01, 1.779725967085052374e-01, 57
1770731350326473355, 4.101767035014832613e-02, -2.298821111890471869e+01, -5.278403686081508006e+00, 8.506179221789858524e-02, 2.263783308446032719e-02, -7.513229359645476335e-03, 9.960901422072745426e-01, -1.538654419089250380e-01, -7.437793349657558117e+00, -1.735204304371853912e+00, -1.710261284334380072e-02, 7.479899911307397176e-02, -2.803346292240871222e-03, -4.896448940047492399e-03, -1.107782660678705428e-01, 1.779782671432425800e-01, 0
1770731350427007151, 3.463538301932232721e-02, -2.374860402700326745e+01, -5.445806987690548162e+00, 8.951445655734296958e-02, 2.395311711008227609e-02, -2.692848855556076795e-03, 9.956938077606968251e-01, -5.795867031069287800e-02, -7.419729170789828743e+00, -1.653013326734211086e+00, -1.710261284334380072e-02, 7.479899911307397176e-02, -2.803346292240871222e-03, -4.896448940047492399e-03, -1.107782660678705428e-01, 1.779782671432425800e-01, 59
1770731350524124655, 3.380561382681705751e-02, -2.451493480632987598e+01, -5.617698551342118485e+00, 9.555912576439760941e-02, 2.001321498411115854e-02, -1.053282550112828730e-02, 9.951668122963640561e-01, -1.013144054942779620e-01, -7.430001608955343784e+00, -1.646386748637981512e+00, -1.710261284334380072e-02, 7.479899911307397176e-02, -2.803346292240871222e-03, -4.896448940047492399e-03, -1.107782660678705428e-01, 1.779782671432425800e-01, 59
1770731350623631036, 3.389041685906881568e-02, -2.531081489647521465e+01, -5.829039849998508771e+00, 1.030392913974790547e-01, 1.790868300459542983e-02, -1.808529730686929751e-02, 9.943516005531788382e-01, 4.790990327566235774e-02, -7.942294696568034773e+00, -1.893191239974662210e+00, -1.710187225264213698e-02, 7.478594100790347809e-02, -2.802344009302061307e-03, -4.889325528658681856e-03, -1.107781170199728937e-01, 1.779861506977788721e-01, 0
