timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1770731345526595434, 1.067265866834362937e-03, -8.825917428429034617e-04, 1.045462815973830428e-03, 2.180653538815886805e-02, 1.347528258626141950e-02, 3.092894445257223022e-04, 9.996713440494455760e-01, 6.636816360794350889e-02, -6.697781257663168453e-03, 3.215113712077104224e-03, 5.293187199790471689e-04, -9.639921485373765132e-04, -3.286619256491765066e-04, 1.098873976506652985e-06, 3.101598313058534425e-06, 9.125592762096275054e-04, 
1770731345628744735, 1.230416169165298237e-02, -3.196142192749649048e-03, 1.168126787003953993e-03, 2.384564057206182280e-02, 1.352013580594808514e-02, -1.432342992352092070e-04, 9.996242148114621306e-01, 2.014976654602616823e-01, -1.889686999599024878e-03, -2.888676057163697998e-04, 1.171267714460374684e-03, -1.175061195534088951e-03, 3.539177846533317091e-05, -3.354516961781517316e-05, 1.480121823173830248e-04, 3.740639086748574933e-03, 
1770731345727838928, 4.261054229627146694e-02, -7.434316641913434574e-03, 2.583671334588239768e-04, 2.346849102763616177e-02, 1.510321316182436542e-02, -2.402691491811653670e-03, 9.996075979876651862e-01, 3.997908627558849348e-01, -5.873903596590777237e-02, -9.473841548885895275e-03, 1.559542836427636487e-03, -1.255731087328970609e-03, 7.533609634912527206e-04, -4.000954145804090216e-05, 2.625727891196990346e-04, 5.868710573172972698e-03, 
1770731345832481901, 8.474493878634298261e-02, -3.942986412865778084e-02, -5.771588612066192890e-04, 2.794386193082983375e-02, 1.209525285914018339e-02, -4.490988513053206267e-03, 9.995262259995181253e-01, 5.229390161980290719e-01, -1.831662035617047102e-01, -5.316365167188537300e-03, -1.089287076160576524e-02, 3.631425281759912034e-03, 2.354214386206262589e-03, -1.667416627233151176e-04, 5.174361282792357825e-04, 1.045210603173034151e-02, 
1770731345928308412, 1.423639040773109765e-01, -8.716973083541233736e-02, -2.976523446479432868e-03, 2.885091186004146158e-02, 1.410596799212078534e-02, -8.848977517273128035e-03, 9.994450170713485848e-01, 6.827290711534464984e-01, -2.696202333453140421e-01, -4.644538000124562305e-02, -2.046768452925357834e-02, 5.325484526734975202e-03, 3.218988768442382960e-03, -2.840274747659539368e-04, 5.455794800471408480e-04, 1.091004329315687846e-02, 
1770731346035134088, 2.264680853211410716e-01, -1.722291741746895810e-01, 9.948556735994910742e-04, 2.796997578060027995e-02, 2.806195718706959788e-02, -9.684197153603493063e-03, 9.991678654456186415e-01, 8.671834908425446464e-01, -3.188180923640993591e-01, 1.809257266051963325e-02, -2.083709471461283810e-02, -6.916026278004000494e-03, 4.090103066263417811e-03, 8.804596112476689024e-04, -2.029243402771269914e-03, -1.882485624466169460e-02, 
1770731346127442563, 3.133168827315817584e-01, -2.600425793127376095e-01, -6.634450130473574722e-03, 3.306282700203083680e-02, 2.846175934443836986e-02, -1.858281129882484797e-02, 9.988750957201232294e-01, 1.074153921838190140e+00, -6.053964399144209363e-01, -6.269039390104322318e-02, -2.760929937770807349e-02, -5.551084582551874327e-03, 6.410317858388787579e-03, -3.831587880424846540e-04, -5.234994729307357753e-04, -5.045834594509404289e-03, 
1770731346229367130, 4.217507447139967613e-01, -3.607774463403511378e-01, -1.685680338521124144e-02, 3.123795680822180620e-02, 3.109260000491865725e-02, -2.204191012881506762e-02, 9.987850591980514947e-01, 1.110103269651310010e+00, -7.218931277667975932e-01, -5.201357935241963937e-02, -3.038487976264100249e-02, -5.298951431952987796e-03, 6.285437585956614448e-03, -8.015304317017323639e-04, 2.148757012884949455e-04, 1.453111026713513982e-03, 
1770731346332376965, 5.501990610602304210e-01, -4.658846709243234518e-01, -2.582256246602861530e-02, 2.779989026004195743e-02, 2.929150939723368721e-02, -2.673206010182086964e-02, 9.988265968332412648e-01, 1.251637512955840359e+00, -8.703390868504546907e-01, -4.589483817243631553e-02, -3.097991489565050244e-02, -6.183989255074217803e-03, 6.242706180203057113e-03, -1.281836132219840284e-03, 6.430827909466286206e-04, 4.564786672073223826e-03, 
1770731346427725073, 6.982299292155756953e-01, -6.029591422002271717e-01, -4.346074379897649220e-02, 2.521054574713917085e-02, 3.303799288180442328e-02, -3.409941731464876530e-02, 9.985540291582999384e-01, 1.479195902260284745e+00, -1.057380995891052056e+00, -1.094632995812566262e-01, -3.230630084530773660e-02, -7.831909689873470595e-03, 6.366627687773714420e-03, -2.260833164451004317e-03, 1.624895072877401928e-03, 1.013120540095673733e-02, 
1770731346528508051, 8.728114095571203324e-01, -8.765463565217930242e-01, -8.227709362668705895e-02, 3.189359138528514992e-02, 3.159039007217637196e-02, -3.590839176899671831e-02, 9.983463494620494760e-01, 1.495224830510393677e+00, -1.438439758776561384e+00, -5.956557532437948416e-02, -3.406526747168817787e-02, -1.070096864642487017e-02, 6.106976494272673209e-03, -4.847090680390424636e-03, 4.758219267430077379e-03, 2.094074351180085641e-02, 
1770731346629797961, 1.031920620124082477e+00, -1.259656032439964601e+00, -1.496647674101703740e-01, 4.403064802974770292e-02, 2.384147826562205835e-02, -3.795541370374618667e-02, 9.980241843356141285e-01, 1.547136132729009628e+00, -1.825621433234325908e+00, -2.977661454172771394e-01, -3.450072457434056467e-02, -1.051915639456410013e-02, 5.722299421678161274e-03, -8.013468354371911309e-03, 9.536341720023100432e-03, 4.355060831135771499e-02, 
1770731346731041694, 1.191156741737120273e+00, -1.622250469021502051e+00, -2.172324144051901718e-01, 4.636817064929570770e-02, 2.328420945297408548e-02, -4.936909581358038535e-02, 9.974319679654033433e-01, 1.613617790024600041e+00, -2.186283868898136085e+00, -3.303435249847767596e-01, -3.124208368337040229e-02, -6.173297179655194700e-03, 8.070097058859864933e-03, -8.819999853197008077e-03, 1.196476448071225052e-02, 4.991569403273976580e-02, 
1770731346828655380, 1.119765959624469565e+00, -2.358614017166097199e+00, -3.389390602321145640e-01, 6.710435581067437927e-02, 8.787901363794590678e-03, -5.486829435621450729e-02, 9.961973943427548939e-01, 1.199170395792841015e+00, -2.893836447359938724e+00, -4.308845298677768665e-01, -1.991647919561807117e-02, 1.206000614743457655e-02, 1.194886833657418830e-02, -1.070321430453798767e-02, 2.395908476411229629e-02, 6.730502852566859484e-02, 
1770731346928604002, 7.108674143510657073e-01, -2.634695038910529696e+00, -3.036850411290173413e-01, 7.083971790486225106e-02, -1.857870307511486074e-02, -4.970782791709336956e-02, 9.960751467650275082e-01, 4.143273012335300098e-01, -2.803489896976340656e+00, -3.406789804161673429e-01, -1.935254341358086383e-02, 3.549182319466736429e-02, 8.049407409896961602e-03, -7.020523718596015025e-03, 2.110032138026063722e-02, 4.346716405897930319e-02, 
1770731347029953679, 3.548400183361396509e-01, -3.034257963401702618e+00, -4.238584415220831847e-01, 8.032983733181402186e-02, -2.362515484606876950e-02, -3.748021507722870682e-02, 9.957832107293778101e-01, -1.409744490463862576e-01, -2.822096365047417343e+00, -4.193367330381413960e-01, -2.725032904393377350e-02, 5.172741882049938095e-02, 2.816030486701317018e-03, -1.223428909553418405e-04, 1.356323444795851443e-02, 8.646569200940926181e-02, 
1770731347128708793, 3.513086409095062534e-01, -3.514716933927834575e+00, -5.333608283240328651e-01, 9.411073448873363834e-02, -2.720197675859610184e-02, -3.534044941429844572e-02, 9.945623533743931377e-01, -1.219906261113317403e-01, -3.240696489368638300e+00, -5.923803835095055037e-01, -2.794250683579792977e-02, 5.476672783534322630e-02, 6.270261200242509270e-03, -1.888519346535001177e-03, 1.205884076361391638e-02, 1.045921116893786668e-01, 
1770731347231998718, 3.085179787193479406e-01, -3.904872923721226741e+00, -5.833139063729748663e-01, 1.035052930093088713e-01, -4.086890705008071334e-02, -4.992594423229954753e-02, 9.925340230179026113e-01, -1.660439376437722880e-01, -3.556513508777388033e+00, -7.191605396475033718e-01, -2.458117370142333044e-02, 6.122274975191763224e-02, 1.928117258982352950e-02, -4.768583783549312088e-03, 1.558365641316532789e-02, 8.475286304078991084e-02, 
1770731347323266480, 2.827326507249640630e-01, -4.296491788714655868e+00, -6.719433591329260214e-01, 1.169090779673171293e-01, -4.503416797271720534e-02, -6.391612059714509020e-02, 9.900600591538112338e-01, -5.025763060842086682e-01, -3.589208512515239313e+00, -6.121263142935818857e-01, -2.507252075168104818e-02, 6.852762622299415907e-02, 3.207670612628746309e-02, -5.456698150305947653e-03, 1.604783853815186512e-02, 9.020402146963289736e-02, 
1770731347429455273, 2.312260504142612805e-01, -4.747215160211211149e+00, -7.959414069057512142e-01, 1.334935185065010688e-01, -3.797462165191433509e-02, -6.241651651747695539e-02, 9.883529668559567494e-01, -6.869858233013563797e-01, -3.380365686754820853e+00, -7.984038601554146464e-01, -3.455896222832858383e-02, 6.765161884086921817e-02, 3.864619703540021767e-02, 2.314615044939891987e-03, 1.426443796264197268e-02, 1.211478081151400182e-01, 
1770731347527842508, 1.688841395808347856e-01, -5.243466137233359525e+00, -9.431054548063688703e-01, 1.427237360843769953e-01, -2.656811182397074769e-02, -4.860262393652017843e-02, 9.882114427280790370e-01, -1.041303208411212822e+00, -3.667838270356004404e+00, -9.124623811774655868e-01, -4.250081974745635593e-02, 6.014023940066826057e-02, 3.474539110547724546e-02, 3.150824992399141149e-03, 1.593662585919721278e-02, 1.378198462689960990e-01, 
1770731347627840773, 1.933769391224849643e-01, -5.813875310904736082e+00, -1.195860041528104434e+00, 1.457161413707303566e-01, -1.776483810817408929e-02, -5.902774636870392749e-02, 9.874041431094199295e-01, -8.048051869279742032e-01, -4.100546489650359838e+00, -1.110725295374291433e+00, -4.324931334139391070e-02, 6.429194827975316662e-02, 3.940687607085808369e-02, 5.705540462134080400e-03, 1.231933606244896978e-02, 1.872263537643035769e-01, 
1770731347728575813, 1.548842151836285486e-01, -6.337273803179273024e+00, -1.394771617501136207e+00, 1.447665163450176928e-01, -2.092247398149490664e-02, -6.010103486884810914e-02, 9.874172225738798714e-01, -9.184280110454173807e-01, -4.517039608799599648e+00, -1.239658976454445671e+00, -4.003609981829119729e-02, 6.807961035825106644e-02, 3.906036299470137807e-02, 4.118231722415317646e-03, 8.424158873326724473e-03, 2.033514587139431118e-01, 
1770731347823396596, 1.888572650159827115e-01, -7.298615369246449269e+00, -1.759900435583000577e+00, 1.501678163067038663e-01, -8.763350055650697204e-03, -5.207079554430110724e-02, 9.872494430957466927e-01, -8.222937283268239028e-01, -4.787800594313811331e+00, -1.301076693703023812e+00, -4.288341933013155999e-02, 6.522310906910888662e-02, 3.254729450890193887e-02, 4.104733271738053232e-03, 6.361400469867834438e-03, 2.456556839007040249e-01, 
1770731347928534358, 1.598363955191960950e-01, -7.879939288056940327e+00, -1.955685684075092468e+00, 1.416395977301323772e-01, -1.111375842789933885e-02, -3.874215886104665635e-02, 9.890974440646574939e-01, -1.300683925385771600e+00, -5.511429095513429743e+00, -1.402078706395228247e+00, -4.274249026744333241e-02, 6.424849574843592703e-02, 2.023234897994908091e-02, 3.048084165781212058e-03, 2.225508774861618185e-03, 2.537360408082152685e-01, 
1770731348027478600, 6.383455809232187195e-02, -8.577151119030048676e+00, -2.105971484606770971e+00, 1.333083967145404503e-01, -1.239154137231848578e-02, -3.122637694051544344e-02, 9.905050400936815658e-01, -1.148845034975473078e+00, -5.707471703628494097e+00, -1.608751039736489474e+00, -3.927394384148999440e-02, 6.172212908894911254e-02, 9.241899732982202312e-03, 7.438654395461303083e-04, -2.829680235155137874e-04, 2.428175792610877959e-01, 
1770731348123677151, 5.136216528428111383e-02, -9.082952979339864896e+00, -2.281316003827956074e+00, 1.227805453031610289e-01, -8.565461020148873797e-03, -2.336760178925969753e-02, 9.921217293050230701e-01, -9.819273969952835301e-01, -5.760476373997582833e+00, -1.520140716835723715e+00, -3.321844624025065834e-02, 6.056429329571397929e-02, 1.959342671249468537e-03, -9.004211769378952070e-04, -1.047132296181673035e-02, 2.472069531961994526e-01, 
1770731348226404829, -1.181601961442463461e-01, -9.824860705646786485e+00, -2.451107903102339503e+00, 1.196518654644181806e-01, -7.301386275336862672e-03, -1.254323981939168588e-02, 9.927098206344976417e-01, -1.338301138974016036e+00, -6.036371901475478197e+00, -1.428418653033304286e+00, -3.431184151182466863e-02, 5.672180144134023744e-02, -6.137340867833980702e-03, -2.207788728016112263e-03, -9.929621366718533598e-03, 2.423875207961060929e-01, 
1770731348326928166, 5.393380819853702685e-02, -1.076918665531327690e+01, -2.781726142582354733e+00, 1.211549082370460967e-01, 3.268373372635953109e-03, -1.115918488562219271e-02, 9.925655033992762943e-01, -6.755198930942986069e-01, -6.645923397118885134e+00, -1.760662244106814489e+00, -3.435144499993333239e-02, 5.996917838940018369e-02, -8.644511739891794222e-03, -8.470773905981086177e-03, -3.660035728847123998e-02, 2.566280574310497720e-01, 
1770731348427332716, 8.124668878853126552e-02, -1.132325966892251934e+01, -2.881364377468718985e+00, 1.150992406526471917e-01, 5.514964094368826793e-03, -2.016927886813226975e-02, 9.931339034400957777e-01, -5.799587323349943979e-01, -6.721549167523193979e+00, -1.750636982879789638e+00, -2.855749655100022627e-02, 6.430839068001438508e-02, -5.977479063175211542e-03, -9.489870425079103070e-03, -5.509439947970738716e-02, 2.423939476032037632e-01, 
1770731348526902775, 1.153045753693295178e-01, -1.175413240637425183e+01, -2.924685893798286251e+00, 1.100329407511864560e-01, 1.093350644391410768e-02, -2.555402259371723425e-02, 9.935392303858799901e-01, -5.007038246004462678e-01, -6.803966868210986618e+00, -1.561628336661110117e+00, -2.663084462759290547e-02, 6.650246997147693517e-02, -5.168543682189030361e-03, -8.265321882369286097e-03, -7.352075496674631561e-02, 2.291748746027301165e-01, 
1770731348626581412, 1.585330287589337139e-01, -1.237874564222468443e+01, -3.093862902332305875e+00, 1.053785147520703708e-01, 1.852371807135375428e-02, -3.410559596624158224e-02, 9.936745185528551572e-01, -2.438525785360955989e-01, -6.791479053679249311e+00, -1.770900414405319756e+00, -2.572553280226109323e-02, 6.716161534415504564e-02, -2.388720791905548507e-03, -7.357825695397525283e-03, -7.566844177078760336e-02, 2.332751594358577207e-01, 
1770731348726003285, 8.192160010535237680e-02, -1.278314619532699226e+01, -3.119165139880635707e+00, 1.003353891541355070e-01, 4.136183878714384116e-03, -4.312614969884222965e-02, 9.940099782589522093e-01, -4.308005327446086108e-01, -7.132206991639510107e+00, -1.802933052645512735e+00, -1.877793453243233046e-02, 7.358873733735286915e-02, 5.213072837820912925e-04, -6.785185396505212345e-03, -7.508016769813583013e-02, 2.192750025060824504e-01, 
1770731348826038074, 5.248567554646015043e-02, -1.325520486454888669e+01, -3.101023728574455518e+00, 9.739511518003377000e-02, -2.085379152200156176e-03, -4.679080935734077767e-02, 9.941430796885046828e-01, -5.665058894319713323e-01, -6.840648858110350616e+00, -1.518116939775227436e+00, -1.424821198396865329e-02, 7.742221026846167475e-02, 1.226121092667734318e-03, -6.199803530328482776e-03, -8.374148661396035864e-02, 1.889854728545838358e-01, 
1770731348927251962, 7.685029274751586925e-02, -1.376381736773366349e+01, -3.164942170201310301e+00, 9.812726046920114409e-02, 6.422833925468656759e-03, -4.509292198952506714e-02, 9.941309855062471224e-01, -5.563186865753813048e-01, -6.612788873030407188e+00, -1.408108941470784803e+00, -1.698673023033966251e-02, 7.593997001172633765e-02, 2.370040024118157248e-04, -6.646851811297107247e-03, -9.421893121682436978e-02, 1.828418495308469227e-01, 
1770731349027215524, 1.639884924537520217e-01, -1.399513115462469770e+01, -3.149349321151324155e+00, 9.610076611356310750e-02, 9.610897311443872618e-03, -3.607453821317894993e-02, 9.946712527754891786e-01, -5.885769819978419193e-01, -6.647946738824304980e+00, -1.410534172420170318e+00, -1.710461966864156025e-02, 7.497703829414978371e-02, -2.801871248879333424e-03, -4.883887746028863636e-03, -1.107700100149253408e-01, 1.778999761386022005e-01, 
1770731349132392034, 1.821307601834137313e-01, -1.467394968204106398e+01, -3.282518747868852671e+00, 9.530269457222215190e-02, 7.588294791882266993e-03, -3.298111725623387169e-02, 9.948728864000445649e-01, -4.506530084293191574e-01, -6.730179016336799158e+00, -1.471274416819833064e+00, -1.709780644282437798e-02, 7.496714960804962136e-02, -2.805652528757401204e-03, -4.897546875564481178e-03, -1.107722404099982932e-01, 1.778985536822450808e-01, 
1770731349225999078, 2.024171347941269572e-01, -1.527592986609509929e+01, -3.420188924692396437e+00, 9.117543956196123844e-02, 6.139278420949607386e-03, -2.820048786920680353e-02, 9.954165364133207294e-01, -6.670523339885088276e-01, -6.847586907740502049e+00, -1.328454836901103109e+00, -1.709165373184457284e-02, 7.496449297532098432e-02, -2.813076704556623838e-03, -4.902533937956301754e-03, -1.107752526825797057e-01, 1.778972724191171528e-01, 
1770731349326571864, 1.920160073174419502e-01, -1.594431671390660199e+01, -3.580436687576327603e+00, 9.069618558116847307e-02, 1.274534866558885322e-02, -1.566709398829534486e-02, 9.956737920495752903e-01, -5.062533392257259068e-01, -6.754839929752987082e+00, -1.428734722556465053e+00, -1.709417387240868419e-02, 7.493797453966363764e-02, -2.827385484695372347e-03, -4.914831174056194518e-03, -1.107724651360869061e-01, 1.779021513782031994e-01, 
1770731349429428453, 1.942000143552754521e-01, -1.665066819322010261e+01, -3.713496022187238843e+00, 9.217257759912411696e-02, 1.323106183387338236e-02, -1.512716070907653074e-02, 9.955402171436188441e-01, -3.828312603665779967e-01, -6.992531632945405029e+00, -1.453875427990167335e+00, -1.709540296922247224e-02, 7.493625345577421826e-02, -2.825996509392667694e-03, -4.922134914033645531e-03, -1.107715423909060443e-01, 1.779005767173230945e-01, 
1770731349526286067, 1.959901620323544480e-01, -1.729677098558018855e+01, -3.852508478631756272e+00, 9.020486687548129323e-02, 1.692409457727541561e-02, -1.278240867984117325e-02, 9.956973772402224476e-01, -1.918533520622938693e-01, -6.844380746875166288e+00, -1.541460085260544011e+00, -1.709521292721223606e-02, 7.492389346356176372e-02, -2.829334101788927303e-03, -4.927557191462082244e-03, -1.107709565883598785e-01, 1.779024835132734794e-01, 
1770731349622526697, 2.316157896205714439e-01, -1.792247748308460586e+01, -4.025199157470753519e+00, 8.810108985359263456e-02, 2.144560075399924021e-02, -1.811077003633253246e-02, 9.957159656165007755e-01, -1.678538604163030690e-01, -7.023639275057671938e+00, -1.521702046096178984e+00, -1.709800456761976714e-02, 7.492301791635719299e-02, -2.825653545677508840e-03, -4.928893247019731222e-03, -1.107696102134254346e-01, 1.779062338110133645e-01, 
1770731349724484936, 1.973928293868651984e-01, -1.865120016076582843e+01, -4.152705573844596820e+00, 8.612603631929337256e-02, 2.127354847140565386e-02, -1.774139257935005570e-02, 9.958990837392652784e-01, -4.990855319779995830e-02, -7.149501193380070951e+00, -1.605407527051184946e+00, -1.709456941219486201e-02, 7.491931923362506185e-02, -2.827477079239062042e-03, -4.928775458281926987e-03, -1.107722346375810546e-01, 1.779010052975023570e-01, 
1770731349825888249, 1.807154347576671871e-01, -1.936644511933714341e+01, -4.294386453570826490e+00, 8.662643974109419942e-02, 1.863262354829665901e-02, -1.409879057202003023e-02, 9.959668214262442643e-01, -2.473127107966477944e-01, -7.349915547990226727e+00, -1.459549021866312080e+00, -1.709461836041189717e-02, 7.491993580395134300e-02, -2.831275759101567046e-03, -4.928415805583498573e-03, -1.107759647786570878e-01, 1.778973008930844479e-01, 
1770731349924562328, 1.495539001724135730e-01, -2.006033223690308986e+01, -4.471870865941913742e+00, 8.853051457539902469e-02, 2.367137245954117550e-02, -2.174234992038315967e-02, 9.955547620974128931e-01, -5.822373433190619618e-02, -7.389559640347752811e+00, -1.572517853339846505e+00, -1.709881651201726818e-02, 7.491827403034322097e-02, -2.822427156698283871e-03, -4.924558922488384179e-03, -1.107753181601671827e-01, 1.779018698951500832e-01, 
1770731350024737413, 1.401265608637543014e-01, -2.080650454213638767e+01, -4.617799869748572483e+00, 9.340744495226691035e-02, 2.223245144436790735e-02, -1.845862948798861550e-02, 9.952085441392111154e-01, -2.362764908320209023e-01, -7.547676415527465821e+00, -1.552614847470883186e+00, -1.710029097811613039e-02, 7.491614559645369542e-02, -2.821163400152579704e-03, -4.925069223741561537e-03, -1.107769518291316091e-01, 1.778998801667362462e-01, 
1770731350125216984, 1.232045395572618218e-01, -2.156012269126756209e+01, -4.783831606824117344e+00, 9.311555554981956750e-02, 2.001661143013585067e-02, -1.912557703609356341e-02, 9.952703355795047280e-01, -2.150314553455477395e-01, -7.619622276050594500e+00, -1.629227369055444852e+00, -1.709847102795852489e-02, 7.491572220691344874e-02, -2.818764358361775229e-03, -4.925450234018755383e-03, -1.107790482493884177e-01, 1.778986975757546052e-01, 
1770731350225118410, 1.016510362246289823e-01, -2.230835822978374949e+01, -4.927775865756112594e+00, 9.078013097935057341e-02, 1.746344068260416438e-02, -1.635056856371774198e-02, 9.955835750787276339e-01, -1.792246649207800691e-01, -7.675576184062736118e+00, -1.581645349384163568e+00, -1.708959890139549395e-02, 7.491167791173307389e-02, -2.822570314910596238e-03, -4.932767340151410738e-03, -1.107806128301317000e-01, 1.778869440940943902e-01, 
1770731350326473355, 1.064609858197833325e-01, -2.305131561495038639e+01, -5.087658279317065713e+00, 8.957468746284480421e-02, 2.373074368774682336e-02, -9.248528041857549328e-03, 9.956544038465451330e-01, -1.459977412554132326e-01, -7.497615962681700275e+00, -1.553632577730361897e+00, -1.709131455202609826e-02, 7.489522785192592735e-02, -2.829597339347847667e-03, -4.935449385637584972e-03, -1.107829380370448924e-01, 1.778875275502450892e-01, 
1770731350427007151, 1.299631677731179213e-01, -2.373649417527093775e+01, -5.308063083740832688e+00, 9.227050421466873042e-02, 2.625482006002751237e-02, -4.349902733916504935e-03, 9.953782782549517316e-01, -9.512806328534104128e-02, -7.761153733147910572e+00, -1.621547929162932000e+00, -1.709954984570635078e-02, 7.488508362606664803e-02, -2.832736884791694967e-03, -4.940226362032586888e-03, -1.107823600035013900e-01, 1.779056729542271009e-01, 
1770731350524124655, 1.366244337787880514e-01, -2.451108441199448151e+01, -5.457560727101886222e+00, 9.778246092850552407e-02, 2.344403057056032927e-02, -1.271491925524891910e-02, 9.948503900555623058e-01, 3.346400454221419851e-01, -7.894161413836850549e+00, -1.810989770364838325e+00, -1.709718894352999993e-02, 7.488747411464201365e-02, -2.818462374040067459e-03, -4.938516412626111664e-03, -1.107808425802118829e-01, 1.779027386547158973e-01, 
1770731350623631036, 1.285990566044097616e-01, -2.530646870359436917e+01, -5.684066005040465441e+00, 1.053446188980361325e-01, 2.114858849081703226e-02, -2.015625154901037192e-02, 9.940065261342939662e-01, 1.430265733269686645e-01, -7.973897380776060473e+00, -1.761703999691148104e+00, -1.710261852584953751e-02, 7.489804452504128518e-02, -2.804359115025341440e-03, -4.935810819798139640e-03, -1.107780223839724826e-01, 1.779067251868594324e-01, 
1770731350728544422, 1.332130214799283063e-01, -2.609443827438022367e+01, -5.902915054081296908e+00, 1.188494084471392459e-01, 2.349533970155602558e-02, -1.036320405006065787e-02, 9.925801686140472979e-01, 9.563374314187677097e-03, -7.997739107019315341e+00, -1.789163304815384103e+00, -1.711626172503004362e-02, 7.488324369110856138e-02, -2.800395471761295621e-03, -4.939397138143270145e-03, -1.107767109203589562e-01, 1.779163734364026528e-01, 
