t_s,mem_used_mib,gpu_util_pct
366,6213, 38
367,6213, 100
368,6213, 100
369,6213, 100
370,6213, 100
372,6213, 83
373,6213, 100
374,6213, 100
375,6213, 77
376,6213, 100
377,6213, 100
378,6213, 55
379,6213, 100
380,6213, 100
381,6213, 100
382,6213, 100
383,6213, 100
384,6213, 100
385,6213, 70
386,6213, 100
387,6213, 100
388,6213, 49
389,6213, 100
390,6213, 100
391,6213, 100
392,6213, 100
393,6213, 89
394,6213, 100
396,6213, 100
397,6213, 50
398,6213, 100
399,6213, 100
400,6213, 100
401,6213, 100
402,6213, 79
403,6213, 100
404,6213, 100
405,6213, 100
406,6213, 100
407,6213, 61
408,6213, 100
409,6213, 85
410,6213, 100
411,6213, 100
412,6213, 69
413,6213, 100
414,6213, 87
415,6213, 100
416,6213, 100
417,6213, 86
418,6213, 100
420,6213, 100
421,6213, 57
422,6213, 100
423,6213, 100
424,6213, 100
425,6213, 100
426,6213, 69
427,6213, 100
428,6213, 100
429,6213, 100
430,6213, 100
431,6213, 61
432,6213, 100
433,6213, 100
434,6213, 89
435,6213, 100
436,6213, 100
437,6213, 100
438,6213, 100
439,6213, 60
440,6213, 100
441,6213, 100
442,6213, 60
444,6213, 100
445,6213, 100
446,6213, 100
447,6213, 100
448,6213, 99
449,6213, 100
450,6213, 100
451,6213, 74
452,6213, 100
453,6213, 100
454,6213, 100
455,6213, 100
456,6213, 53
457,6215, 100
458,6215, 100
459,6215, 62
460,6215, 100
461,6215, 100
462,6215, 62
463,6215, 100
464,6215, 100
465,6215, 71
466,6215, 100
467,6215, 100
469,6215, 76
470,6215, 100
471,6215, 100
472,6215, 100
473,6215, 100
474,6215, 51
475,6215, 100
476,6215, 100
477,6215, 77
478,6215, 100
479,6215, 75
480,6215, 100
481,6215, 100
482,6215, 78
483,6215, 100
484,6215, 100
485,6215, 100
486,6215, 100
487,6215, 91
488,6215, 100
489,6215, 100
490,6215, 63
491,6215, 100
493,6215, 100
494,6215, 66
495,6215, 100
496,6215, 100
497,6215, 72
498,6215, 100
499,6215, 78
500,6215, 100
501,6215, 100
502,6215, 100
503,6215, 100
504,6215, 73
505,6215, 100
506,6215, 100
507,6215, 73
508,6215, 100
509,6215, 100
510,6215, 100
511,6215, 100
512,6215, 91
513,6215, 100
514,6215, 100
515,6215, 64
517,6215, 100
518,6215, 100
519,6215, 55
520,6215, 100
521,6215, 100
522,6215, 100
523,6215, 100
524,6215, 84
525,6215, 100
526,6215, 100
527,6215, 100
528,6215, 100
529,6215, 80
530,6215, 100
531,6215, 100
532,6215, 84
533,6215, 100
534,6215, 100
535,6215, 100
536,6215, 100
537,6215, 52
538,6215, 100
539,6215, 100
540,6215, 55
542,6215, 100
543,6215, 100
544,6215, 79
545,6215, 100
546,6215, 100
547,6215, 100
548,6215, 100
549,6215, 88
550,6215, 100
551,6215, 100
552,6215, 100
553,6215, 100
554,6215, 95
555,6215, 100
556,6215, 100
557,6215, 80
558,6215, 100
559,6215, 100
560,6215, 80
561,6215, 100
562,6215, 100
563,6215, 83
564,6215, 100
565,6215, 80
567,6215, 100
568,6215, 100
569,6215, 86
570,6215, 100
571,6215, 100
572,6215, 57
573,6215, 100
574,6215, 100
575,6215, 66
576,6215, 100
577,6215, 97
578,6215, 100
579,6215, 100
580,6215, 100
581,6215, 100
582,6215, 74
583,6215, 100
584,6215, 100
585,6215, 76
586,6215, 100
587,6215, 100
588,6215, 90
589,6215, 100
590,6215, 95
592,6215, 100
593,6215, 100
594,6215, 61
595,6215, 100
596,6215, 100
597,6215, 91
598,6215, 100
599,6215, 98
600,6215, 100
601,6215, 100
602,6215, 100
603,6215, 100
604,6215, 57
605,6215, 100
606,6215, 100
607,6215, 100
608,6215, 100
609,6215, 55
610,6215, 100
611,6215, 100
612,6215, 63
613,6215, 100
614,6215, 100
615,6215, 67
617,6215, 100
618,6215, 100
619,6215, 88
620,6215, 100
621,6215, 80
622,6215, 100
623,6215, 100
624,6215, 97
625,6215, 100
626,6215, 100
627,6215, 100
628,6215, 100
629,6215, 100
630,6215, 100
631,6215, 92
632,6215, 100
633,6215, 100
634,6215, 91
635,6215, 100
636,6215, 100
637,6215, 67
638,6215, 100
639,6215, 100
640,6215, 79
642,6215, 100
643,6215, 100
644,6215, 72
645,6215, 100
646,6215, 100
647,6215, 100
648,6215, 100
649,6215, 75
650,6215, 100
651,6215, 83
652,6215, 100
653,6215, 85
654,6215, 100
655,6215, 100
656,6215, 78
657,6215, 100
658,6215, 100
659,6215, 100
660,6215, 100
661,6215, 55
662,6215, 100
663,6215, 100
664,6215, 76
666,6215, 100
667,6215, 100
668,6215, 100
669,6215, 100
670,6215, 50
671,6215, 100
672,6215, 100
673,6215, 90
674,6215, 100
675,6215, 93
676,6215, 100
677,6215, 100
678,6215, 100
679,6215, 100
680,6215, 88
681,6215, 100
682,6215, 100
683,6215, 56
684,6215, 100
685,6215, 100
686,6215, 69
687,6215, 100
688,6215, 100
690,6215, 79
691,6215, 100
692,6215, 100
693,6215, 100
694,6215, 100
695,6215, 99
696,6215, 100
697,6215, 100
698,6215, 100
699,6215, 100
700,6215, 58
701,6215, 100
702,6215, 100
703,6215, 65
704,6215, 100
705,6215, 100
706,6215, 88
707,6215, 100
708,6215, 98
709,6215, 100
710,6215, 100
711,6215, 67
712,6215, 100
713,6215, 100
715,6215, 100
716,6215, 100
717,6215, 100
718,6215, 100
719,6215, 100
720,6215, 100
721,6215, 88
722,6215, 100
723,6215, 100
724,6215, 99
725,6215, 95
726,6215, 100
727,6215, 100
728,6215, 90
729,6215, 100
730,6215, 100
731,6215, 80
732,6215, 100
733,6215, 100
734,6215, 100
735,6215, 100
736,6215, 100
737,6215, 100
738,6215, 100
740,6215, 100
741,6215, 100
742,6215, 100
743,6215, 80
744,6215, 100
745,6215, 100
746,6215, 60
747,6215, 100
748,6215, 100
749,6215, 67
750,6215, 100
751,6215, 67
752,6215, 100
753,6215, 100
754,6215, 71
755,6215, 100
756,6215, 100
757,6215, 100
758,6215, 100
759,6215, 90
760,6215, 100
761,6215, 100
762,6215, 91
763,6215, 100
765,6215, 100
766,6215, 100
767,6215, 100
768,6215, 100
769,6215, 88
770,6215, 100
771,6215, 100
772,6215, 61
773,6215, 100
774,6215, 100
775,6215, 100
776,6215, 88
777,6215, 100
778,6215, 100
779,6215, 56
780,6215, 100
781,6215, 100
782,6215, 79
783,6215, 100
784,6215, 100
785,6215, 100
786,6215, 100
787,6215, 79
789,6215, 100
790,6215, 100
791,6215, 72
792,6215, 100
793,6215, 87
794,6215, 100
795,6215, 100
796,6215, 52
797,6215, 100
798,6215, 100
799,6215, 67
800,6215, 100
801,6215, 73
802,6215, 100
803,6215, 100
804,6215, 83
805,6215, 100
806,6215, 88
807,6215, 100
808,6215, 100
809,6215, 90
810,6215, 100
811,6215, 100
812,6215, 90
814,6215, 100
815,6215, 100
816,6215, 94
817,6215, 100
818,6215, 68
819,6215, 100
820,6215, 100
821,6215, 96
822,6215, 100
823,6215, 100
824,6215, 100
825,6215, 100
826,6215, 100
827,6215, 100
828,6215, 77
829,6215, 100
830,6215, 100
831,6215, 80
832,6215, 100
833,6215, 100
834,6215, 100
835,6215, 100
836,6215, 79
837,6215, 100
839,6215, 100
840,6215, 62
841,6215, 100
842,6215, 100
843,6215, 100
844,6215, 100
845,6215, 90
846,6215, 100
847,6215, 100
848,6215, 81
849,6215, 100
850,6215, 57
851,6215, 100
852,6215, 100
853,6215, 68
854,6215, 100
855,6215, 100
856,6215, 100
857,6215, 100
858,6215, 99
859,6215, 100
860,6215, 100
861,6215, 98
862,6215, 100
864,6215, 100
865,6215, 71
866,6215, 100
867,6215, 100
868,6215, 90
869,6215, 100
870,6215, 100
871,6215, 100
872,6215, 100
873,6215, 100
874,6215, 100
875,6215, 81
876,6215, 100
877,6215, 100
878,6215, 55
879,6215, 100
880,6215, 100
881,6215, 59
882,6215, 100
883,6215, 100
884,6215, 77
885,6215, 100
886,6215, 100
887,6215, 100
889,6215, 100
890,6215, 62
891,6215, 100
892,6215, 100
893,6215, 77
894,6215, 100
895,6215, 99
896,6215, 100
897,6215, 100
898,6215, 58
899,6215, 100
900,6215, 100
901,6215, 100
902,6215, 94
903,6215, 100
904,6215, 100
905,6215, 63
906,6215, 100
907,6215, 100
908,6215, 86
909,6215, 100
910,6215, 100
911,6215, 90
912,6215, 100
914,6215, 100
915,6215, 100
916,6215, 100
917,6215, 78
918,6215, 100
919,6215, 100
920,6215, 65
921,6215, 100
922,6215, 100
923,6215, 79
924,6215, 100
925,6215, 100
926,6215, 100
927,6215, 100
928,6215, 100
929,6215, 100
930,6215, 77
931,6215, 100
932,6215, 100
933,6215, 94
934,6215, 100
935,6215, 100
936,6215, 74
937,6215, 100
939,6215, 100
940,6215, 70
941,6215, 100
942,6215, 100
943,6215, 89
944,6215, 100
945,6215, 100
946,6215, 100
947,6215, 100
948,6215, 100
949,6215, 100
950,6215, 100
951,6215, 100
952,6215, 100
953,6215, 66
954,6215, 100
955,6215, 100
956,6215, 74
957,6215, 100
958,6215, 100
959,6215, 76
960,6215, 100
961,6215, 100
962,6215, 87
963,6215, 100
965,6215, 100
966,6215, 62
967,6215, 100
968,6215, 100
969,6215, 100
970,6215, 100
971,6215, 100
972,6215, 100
973,6215, 100
974,6215, 87
975,6215, 100
976,6215, 100
977,6215, 100
978,6215, 100
979,6215, 62
980,6215, 100
981,6215, 100
982,6215, 76
983,6215, 100
984,6215, 100
985,6215, 100
986,6215, 100
987,6215, 100
988,6215, 100
989,6215, 100
990,6215, 59
992,6215, 100
993,6215, 100
994,6215, 57
995,6215, 100
996,6215, 100
997,6215, 100
998,6215, 100
999,6215, 86
1000,6215, 100
1001,6215, 100
1002,6215, 66
1003,6215, 100
1004,6215, 56
1005,6215, 100
1006,6215, 100
1007,6215, 61
1008,6215, 100
1009,6215, 100
1010,6215, 69
1011,6215, 100
1012,6215, 100
1013,6215, 100
1014,6215, 100
1015,6215, 97
1017,6215, 100
1018,6215, 100
1019,6215, 89
1020,6215, 100
1021,6215, 100
1022,6215, 100
1023,6215, 100
1024,6215, 100
1025,6215, 95
1026,6215, 100
1027,6215, 100
1028,6215, 86
1029,6215, 100
1030,6215, 58
1031,6215, 100
1032,6215, 100
1033,6215, 74
1034,6215, 100
1035,6215, 100
1036,6215, 100
1037,6215, 100
1038,6215, 100
1039,6215, 97
1040,6215, 100
1041,6215, 100
1042,6215, 87
1044,6215, 100
1045,6215, 100
1046,6215, 80
1047,6215, 100
1048,6215, 75
1049,6215, 100
1050,6215, 100
1051,6215, 94
1052,6215, 100
1053,6215, 100
1054,6215, 81
1055,6215, 100
1056,6215, 61
1057,6215, 100
1058,6215, 100
1059,6215, 75
1060,6215, 100
1061,6215, 71
1062,6215, 100
1063,6215, 100
1064,6215, 50
1065,6215, 100
1066,6215, 83
1067,6215, 100
1068,6215, 100
1070,6215, 58
1071,6215, 100
1072,6215, 100
1073,6215, 59
1074,6215, 100
1075,6215, 100
1076,6215, 61
1077,6215, 100
1078,6215, 100
1079,6215, 53
1080,6215, 100
1081,6215, 100
1082,6215, 100
1083,6215, 100
1084,6215, 78
1085,6215, 100
1086,6215, 100
1087,6215, 76
1088,6215, 100
1089,6215, 100
1090,6215, 92
1091,6215, 100
1092,6215, 100
1093,6215, 90
1094,6215, 100
1096,6215, 94
1097,6215, 100
1098,6215, 100
1099,6215, 100
1100,6215, 100
1101,6215, 100
1102,6215, 100
1103,6215, 100
1104,6215, 100
1105,6215, 70
1106,6215, 100
1107,6215, 95
1108,6215, 100
1109,6215, 100
1110,6215, 100
1111,6215, 100
1112,6215, 100
1113,6215, 100
1114,6215, 100
1115,6215, 57
1116,6215, 100
1117,6215, 100
1118,6215, 64
1119,6215, 100
1120,6215, 100
1122,6215, 58
1123,6215, 100
1124,6215, 100
1125,6215, 100
1126,6215, 100
1127,6215, 83
1128,6215, 100
1129,6215, 100
1130,6215, 100
1131,6215, 100
1132,6215, 100
1133,6215, 100
1134,6215, 58
1135,6215, 100
1136,6215, 100
1137,6215, 100
1138,6215, 100
1139,6215, 80
1140,6215, 100
1141,6215, 100
1142,6215, 60
1143,6215, 100
1144,6215, 100
1145,6215, 65
1146,6215, 100
1148,6215, 100
1149,6215, 100
1150,6215, 100
1151,6215, 61
1152,6215, 100
1153,6215, 100
1154,6215, 74
1155,6215, 100
1156,6215, 100
1157,6215, 75
1158,6215, 100
1159,6215, 100
1160,6215, 100
1161,6215, 54
1162,6215, 100
1163,6215, 100
1164,6215, 100
1165,6215, 100
1166,6215, 84
1167,6215, 100
1168,6215, 100
1169,6215, 59
1170,6215, 100
1171,6215, 100
1173,6215, 55
1174,6215, 100
1175,6215, 100
1176,6215, 94
1177,6215, 100
1178,6215, 100
1179,6215, 100
1180,6215, 100
1181,6215, 100
1182,6215, 100
1183,6215, 100
1184,6215, 87
1185,6215, 100
1186,6215, 73
1187,6215, 100
1188,6215, 100
1189,6215, 82
1190,6215, 100
1191,6215, 100
1192,6215, 78
1193,6215, 100
1194,6215, 54
1195,6215, 100
1196,6215, 100
1197,6215, 61
1199,6215, 100
1200,6215, 100
1201,6215, 100
1202,6215, 100
1203,6215, 100
1204,6215, 100
1205,6215, 100
1206,6215, 96
1207,6215, 100
1208,6215, 100
1209,6215, 100
1210,6215, 90
1211,6215, 100
1212,6215, 100
1213,6215, 100
1214,6215, 100
1215,6215, 100
1216,6215, 100
1217,6215, 61
1218,6215, 100
1219,6215, 100
1220,6215, 100
1221,6215, 100
1222,6215, 100
1224,6215, 100
1225,6215, 100
1226,6215, 55
1227,6215, 100
1228,6215, 100
1229,6215, 92
1230,6215, 100
1231,6215, 100
1232,6215, 88
1233,6215, 100
1234,6215, 100
1235,6215, 100
1236,6215, 99
1237,6215, 100
1238,6215, 100
1239,6215, 100
1240,6215, 100
1241,6215, 100
1242,6215, 100
1243,6215, 100
1244,6215, 100
1245,6215, 62
1246,6215, 100
1247,6215, 100
1248,6215, 68
1250,6215, 100
1251,6215, 100
1252,6215, 70
1253,6215, 100
1254,6215, 100
1255,6215, 100
1256,6215, 100
1257,6215, 99
1258,6215, 100
1259,6215, 100
1260,6215, 100
1261,6215, 100
1262,6215, 84
1263,6215, 100
1264,6215, 100
1265,6215, 91
1266,6215, 100
1267,6215, 100
1268,6215, 98
1269,6215, 100
1270,6215, 100
1271,6215, 95
1272,6215, 100
1273,6215, 100
1274,6215, 51
1276,6215, 100
1277,6215, 100
1278,6215, 83
1279,6215, 100
1280,6215, 69
1281,6215, 100
1282,6215, 100
1283,6215, 63
1284,6215, 100
1285,6215, 100
1286,6215, 53
1287,6215, 100
1288,6215, 58
1289,6215, 100
1290,6215, 100
1291,6215, 58
1292,6215, 100
1293,6215, 100
1294,6215, 55
1295,6215, 100
1296,6215, 100
1297,6215, 57
1298,6215, 100
1299,6215, 100
1301,6215, 86
1302,6215, 100
1303,6215, 82
1304,6215, 100
1305,6215, 100
1306,6215, 57
1307,6215, 100
1308,6215, 100
1309,6215, 89
1310,6215, 100
1311,6215, 100
1312,6215, 100
1313,6215, 100
1314,6215, 98
1315,6215, 100
1316,6215, 72
1317,6215, 100
1318,6215, 100
1319,6215, 80
1320,6215, 100
1321,6215, 100
1322,6215, 54
1323,6215, 100
1324,6215, 100
1326,6215, 100
1327,6215, 100
1328,6215, 56
1329,6215, 100
1330,6215, 97
1331,6215, 100
1332,6215, 100
1333,6215, 59
1334,6215, 100
1335,6215, 100
1336,6215, 78
1337,6215, 100
1338,6215, 93
1339,6215, 100
1340,6215, 98
1341,6215, 100
1342,6215, 100
1343,6215, 77
1344,6215, 100
1345,6215, 100
1346,6215, 79
1347,6215, 100
1348,6215, 96
1349,6215, 100
1351,6215, 100
1352,6215, 97
1353,6215, 100
1354,6215, 100
1355,6215, 84
1356,6215, 100
1357,6215, 100
1358,6215, 70
1359,6215, 100
1360,6215, 100
1361,6215, 96
1362,6215, 100
1363,6215, 100
1364,6215, 100
1365,6215, 54
1366,6215, 100
1367,6215, 100
1368,6215, 57
1369,6215, 100
1370,6215, 100
1371,6215, 59
1372,6215, 100
1373,6215, 100
1374,6215, 88
1375,6215, 100
1377,6215, 100
1378,6215, 76
1379,6215, 100
1380,6215, 100
1381,6215, 74
1382,6215, 100
1383,6215, 100
1384,6215, 100
1385,6215, 100
1386,6215, 100
1387,6215, 100
1388,6215, 100
1389,6215, 100
1390,6215, 100
1391,6215, 99
1392,6215, 100
1393,6215, 64
1394,6215, 100
1395,6215, 100
1396,6215, 68
1397,6215, 100
1398,6215, 100
1399,6215, 100
1400,6215, 100
1401,6215, 100
1403,6215, 100
1404,6215, 100
1405,6215, 100
1406,6215, 100
1407,6215, 100
1408,6215, 70
1409,6215, 100
1410,6215, 100
1411,6215, 50
1412,6215, 100
1413,6215, 100
1414,6215, 58
1415,6215, 100
1416,6215, 96
1417,6215, 100
1418,6215, 100
1419,6215, 100
1420,6215, 100
1421,6215, 56
1422,6215, 100
1423,6215, 100
1424,6215, 60
1425,6215, 100
1426,6215, 100
1428,6215, 54
1429,6215, 100
1430,6215, 100
1431,6215, 73
1432,6215, 100
1433,6215, 100
1434,6215, 90
1435,6215, 100
1436,6215, 80
1437,6215, 100
1438,6215, 100
1439,6215, 69
1440,6215, 100
1441,6215, 77
1442,6215, 100
1443,6215, 100
1444,6215, 75
1445,6215, 100
1446,6215, 100
1447,6215, 87
1448,6215, 100
1449,6215, 100
1450,6215, 85
1451,6215, 99
1452,6215, 100
1454,6215, 98
1455,6215, 100
1456,6215, 100
1457,6215, 100
1458,6215, 99
1459,6215, 100
1460,6215, 94
1461,6215, 100
1462,6215, 100
1463,6215, 97
1464,6215, 100
1465,6215, 100
1466,6215, 84
1467,6215, 100
1468,6215, 58
1469,6215, 100
1470,6215, 100
1471,6215, 61
1472,6215, 100
1473,6215, 100
1474,6215, 63
1475,6215, 100
1476,6215, 100
1477,6215, 62
1478,6215, 100
1480,6215, 100
1481,6215, 62
1482,6215, 100
1483,6215, 100
1484,6215, 56
1485,6215, 100
1486,6215, 100
1487,6215, 100
1488,6215, 100
1489,6215, 74
1490,6215, 100
1491,6215, 100
1492,6215, 79
1493,6215, 100
1494,6215, 78
1495,6215, 100
1496,6215, 100
1497,6215, 63
1498,6215, 100
1499,6215, 100
1500,6215, 90
1501,6215, 100
1502,6215, 84
1503,6215, 100
1504,6215, 100
1506,6215, 57
1507,6215, 100
1508,6215, 100
1509,6215, 100
1510,6215, 100
1511,6215, 82
1512,6215, 100
1513,6215, 100
1514,6215, 60
1515,6215, 100
1516,6215, 100
1517,6215, 100
1518,6215, 100
1519,6215, 100
1520,6215, 100
1521,6215, 66
1522,6215, 100
1523,6215, 100
1524,6215, 97
1525,6215, 100
1526,6215, 67
1527,6215, 100
1528,6215, 100
1529,6215, 73
1530,6215, 100
1532,6215, 100
1533,6215, 70
1534,6215, 100
1535,6215, 100
1536,6215, 78
1537,6215, 100
1538,6215, 100
1539,6215, 100
1540,6215, 100
1541,6215, 56
1542,6215, 100
1543,6215, 100
1544,6215, 71
1545,6215, 100
1546,6215, 100
1547,6215, 100
1548,6215, 67
1549,6215, 100
1550,6215, 100
1551,6215, 100
1552,6215, 100
1553,6215, 76
1554,6215, 100
1555,6215, 100
1556,6215, 89
1558,6215, 100
1559,6215, 100
1560,6215, 59
1561,6215, 100
1562,6215, 100
1563,6215, 62
1564,6215, 100
1565,6215, 100
1566,6215, 65
1567,6215, 100
1568,6215, 100
1569,6215, 54
1570,6215, 100
1571,6215, 68
1572,6215, 100
1573,6215, 100
1574,6215, 60
1575,6215, 100
1576,6215, 100
1577,6215, 90
1578,6215, 100
1579,6215, 100
1580,6215, 100
1581,6215, 100
1582,6215, 100
1584,6215, 100
1585,6215, 100
1586,6215, 100
1587,6215, 100
1588,6215, 100
1589,6215, 70
1590,6215, 100
1591,6215, 100
1592,6215, 77
1593,6215, 100
1594,6215, 100
1595,6215, 71
1596,6215, 100
1597,6215, 69
1598,6215, 100
1599,6215, 95
1600,6215, 100
1601,6215, 100
1602,6215, 66
1603,6215, 100
1604,6215, 100
1605,6215, 71
1606,6215, 100
1607,6215, 100
1608,6215, 100
1610,6215, 100
1611,6215, 100
1612,6215, 100
1613,6215, 100
1614,6215, 98
1615,6215, 100
1616,6215, 100
1617,6215, 59
1618,6215, 100
1619,6215, 100
1620,6215, 79
1621,6215, 100
1622,6215, 100
1623,6215, 100
1624,6215, 100
1625,6215, 100
1626,6215, 100
1627,6215, 65
1628,6215, 100
1629,6215, 100
1630,6215, 60
1631,6215, 100
1632,6215, 100
1633,6215, 64
1634,6215, 100
1636,6215, 100
1637,6215, 100
1638,6215, 100
1639,6215, 59
1640,6215, 100
1641,6215, 100
1642,6215, 83
1643,6215, 100
1644,6215, 100
1645,6215, 100
1646,6215, 100
1647,6215, 88
1648,6215, 100
1649,6215, 100
1650,6215, 100
1651,6215, 100
1652,6215, 60
1653,6215, 100
1654,6215, 100
1655,6215, 86
1656,6215, 100
1657,6215, 100
1658,6215, 100
1659,6215, 100
1660,6215, 68
1662,6215, 100
1663,6215, 100
1664,6215, 65
1665,6215, 100
1666,6215, 100
1667,6215, 61
1668,6215, 100
1669,6215, 100
1670,6215, 81
1671,6215, 100
1672,6215, 100
1673,6215, 100
1674,6215, 61
1675,6215, 100
1676,6215, 100
1677,6215, 62
1678,6215, 100
1679,6215, 100
1680,6215, 100
1681,6215, 100
1682,6215, 85
1683,6215, 100
1684,6215, 100
1685,6215, 93
1687,6215, 100
1688,6215, 100
1689,6215, 57
1690,6215, 100
1691,6215, 100
1692,6215, 72
1693,6215, 100
1694,6215, 100
1695,6215, 64
1696,6215, 100
1697,6215, 100
1698,6215, 52
1699,6215, 100
1700,6215, 100
1701,6215, 100
1702,6215, 100
1703,6215, 91
1704,6215, 100
1705,6215, 100
1706,6215, 100
1707,6215, 100
1708,6215, 60
1709,6215, 100
1710,6215, 100
1711,6215, 100
1712,6215, 100
1714,6215, 97
1715,6215, 100
1716,6215, 100
1717,6215, 67
1718,6215, 100
1719,6215, 100
1720,6215, 58
1721,6215, 100
1722,6215, 100
1723,6215, 89
1724,6215, 100
1725,6215, 100
1726,6215, 100
1727,6215, 100
1728,6215, 100
